epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,244.508,0.75832,1.64939,0.97396,0.94049,0.87183,0.95571,0.72428,1.0327,0.77232,0.99404,0.000326177,0.000326177,0.000326177
24,254.564,0.74246,1.60616,0.96371,0.95158,0.83327,0.9323,0.76,0.77966,0.75004,0.9331,0.000322049,0.000322049,0.000322049
25,265.33,0.75533,1.57214,0.98868,0.85609,0.86945,0.95985,0.75284,0.95514,0.73473,0.99382,0.000317921,0.000317921,0.000317921
26,275.426,0.74932,1.57202,0.97403,0.89489,0.8439,0.94192,0.80007,0.69773,0.776,0.90899,0.000313792,0.000313792,0.000313792
27,286.706,0.67297,1.48154,0.95358,0.93088,0.89739,0.97215,0.80425,0.76086,0.70246,0.93255,0.000309664,0.000309664,0.000309664
28,297.281,0.70203,1.50756,0.96341,0.92358,0.93897,0.98485,0.79684,0.79383,0.68752,0.93116,0.000305536,0.000305536,0.000305536
29,307.476,0.7159,1.49838,0.96885,0.8451,0.88262,0.95255,0.80184,0.67766,0.79952,0.89542,0.000301408,0.000301408,0.000301408
30,317.928,0.69872,1.47896,0.96428,0.93445,0.82132,0.96669,0.79561,0.72619,0.7258,0.91602,0.000297279,0.000297279,0.000297279
31,328.213,0.69062,1.44219,0.9666,0.90461,0.91792,0.97846,0.72425,1.00931,0.76182,1.01039,0.000293151,0.000293151,0.000293151
32,338.263,0.69091,1.39047,0.95229,0.82927,0.91052,0.92837,0.71821,0.90627,0.8474,0.96547,0.000289023,0.000289023,0.000289023
33,345.16,0.70588,1.4826,0.95396,0.78723,1,0.98231,0.7071,1.12915,0.63473,1.04555,0.000284894,0.000284894,0.000284894
34,353.569,0.64222,1.3789,0.95604,0.94658,0.93517,0.98865,0.74241,1.00611,0.81485,1.02817,0.000280766,0.000280766,0.000280766
35,363.041,0.70717,1.32735,0.98738,0.9326,0.91709,0.95485,0.82172,0.65773,0.67086,0.89568,0.000276638,0.000276638,0.000276638
36,373.699,0.62438,1.31735,0.95201,0.96621,0.93731,0.97654,0.74712,0.95204,0.69505,0.97485,0.000272509,0.000272509,0.000272509
37,384.19,0.63938,1.38641,0.95096,0.95672,0.91107,0.98865,0.86126,0.6003,0.54532,0.91358,0.000268381,0.000268381,0.000268381
38,394.524,0.63891,1.43926,0.95178,0.92172,0.92733,0.98231,0.88886,0.45931,0.52882,0.87666,0.000264253,0.000264253,0.000264253
39,405.043,0.6546,1.30643,0.94247,0.87113,0.92242,0.97215,0.87638,0.46104,0.56774,0.8754,0.000260125,0.000260125,0.000260125
40,416.417,0.63565,1.27538,0.94513,0.93311,0.86892,0.98231,0.86588,0.53188,0.55122,0.88024,0.000255996,0.000255996,0.000255996
41,426.827,0.65899,1.23914,0.93776,0.90133,0.87656,0.98231,0.87095,0.49237,0.58292,0.86358,0.000251868,0.000251868,0.000251868
42,437.114,0.64322,1.21163,0.93653,0.90095,0.91946,0.98231,0.86877,0.53157,0.57212,0.86204,0.00024774,0.00024774,0.00024774
43,447.35,0.59766,1.13795,0.91019,0.93304,0.93472,0.97469,0.80406,0.70167,0.62701,0.90293,0.000243611,0.000243611,0.000243611
44,459.582,0.62395,1.21597,0.94985,0.96932,0.94139,0.995,0.8192,0.76576,0.52551,0.92804,0.000239483,0.000239483,0.000239483
45,471.616,0.63866,1.21211,0.94642,0.94595,0.93312,0.995,0.86539,0.56195,0.45422,0.88685,0.000235355,0.000235355,0.000235355
46,481.84,0.60534,1.13281,0.93966,0.93829,0.95285,0.995,0.88323,0.49811,0.47546,0.87724,0.000231226,0.000231226,0.000231226
47,492.452,0.61261,1.1179,0.92126,0.93755,0.95053,0.99115,0.88189,0.52689,0.49279,0.88401,0.000227098,0.000227098,0.000227098
48,502.557,0.5856,1.12523,0.91708,0.96353,0.91956,0.995,0.9131,0.43983,0.47528,0.86502,0.00022297,0.00022297,0.00022297
49,512.488,0.60657,1.07071,0.92034,0.95474,0.90113,0.995,0.90144,0.47541,0.49046,0.86339,0.000218842,0.000218842,0.000218842
50,522.548,0.62541,1.1228,0.92269,0.96181,0.89663,0.995,0.93595,0.39742,0.49863,0.84834,0.000214713,0.000214713,0.000214713
51,532.809,0.64223,1.09915,0.94214,0.95294,0.92044,0.97913,0.84724,0.60185,0.53539,0.88719,0.000210585,0.000210585,0.000210585
52,543.001,0.58873,1.03828,0.91939,0.95706,0.92854,0.995,0.89307,0.4941,0.47013,0.86251,0.000206457,0.000206457,0.000206457
53,553.046,0.62446,1.06992,0.92473,0.96788,0.92861,0.995,0.89068,0.51522,0.42323,0.86579,0.000202328,0.000202328,0.000202328
54,563.111,0.56794,1.02041,0.90454,0.94501,0.9267,0.995,0.89682,0.46735,0.42591,0.86038,0.0001982,0.0001982,0.0001982
55,573.252,0.57634,1.01565,0.91265,0.95912,0.89791,0.98865,0.86704,0.54242,0.44615,0.87864,0.000194072,0.000194072,0.000194072
56,584.541,0.61665,1.01615,0.93923,0.9555,0.93016,0.995,0.9117,0.40127,0.45514,0.83954,0.000189943,0.000189943,0.000189943
57,595.567,0.57134,0.95241,0.92043,0.97806,0.95297,0.995,0.87252,0.50737,0.47157,0.84941,0.000185815,0.000185815,0.000185815
58,607.219,0.62447,0.95847,0.93291,0.9652,0.94608,0.98485,0.88742,0.44712,0.46866,0.83897,0.000181687,0.000181687,0.000181687
59,618.352,0.56774,0.94321,0.91771,0.9687,0.95794,0.995,0.85012,0.60195,0.48697,0.87058,0.000177559,0.000177559,0.000177559
60,628.331,0.60303,0.98392,0.92427,0.96585,0.95735,0.995,0.90016,0.42535,0.47045,0.83892,0.00017343,0.00017343,0.00017343
61,638.335,0.5685,0.91292,0.91973,0.93664,0.96059,0.99115,0.87717,0.47057,0.47512,0.84262,0.000169302,0.000169302,0.000169302
62,648.409,0.55244,0.92108,0.90758,0.96027,0.94687,0.995,0.91212,0.41096,0.44593,0.83186,0.000165174,0.000165174,0.000165174
63,658.7,0.58629,0.91476,0.89804,0.95044,0.93106,0.98865,0.91897,0.39988,0.42217,0.83807,0.000161045,0.000161045,0.000161045
64,668.707,0.59312,0.97511,0.91646,0.97006,0.94699,0.98865,0.87391,0.54454,0.43157,0.87574,0.000156917,0.000156917,0.000156917
65,678.811,0.59898,0.99541,0.92805,0.973,0.94715,0.995,0.88991,0.48125,0.43569,0.86385,0.000152789,0.000152789,0.000152789
66,689.342,0.55593,0.91151,0.91144,0.96083,0.96548,0.995,0.87213,0.53009,0.42291,0.86135,0.00014866,0.00014866,0.00014866
67,696.237,0.56086,0.90489,0.90877,0.9589,0.97041,0.995,0.93786,0.3547,0.40019,0.8232,0.000144532,0.000144532,0.000144532
68,702.1,0.53713,0.84326,0.88826,0.96563,0.93645,0.995,0.91004,0.41583,0.40732,0.84864,0.000140404,0.000140404,0.000140404
69,707.811,0.50349,0.83061,0.8819,0.96374,0.93167,0.995,0.93809,0.35378,0.40984,0.83369,0.000136276,0.000136276,0.000136276
70,713.617,0.52949,0.85146,0.8969,0.96199,0.93376,0.995,0.90992,0.45317,0.43512,0.85239,0.000132147,0.000132147,0.000132147
71,719.574,0.53733,0.84525,0.90622,0.96661,0.9342,0.995,0.91622,0.42631,0.42221,0.85028,0.000128019,0.000128019,0.000128019
72,725.411,0.5435,0.89914,0.89192,0.96824,0.94802,0.995,0.91605,0.42006,0.4178,0.85007,0.000123891,0.000123891,0.000123891
73,731.122,0.53952,0.89358,0.90042,0.97018,0.95198,0.995,0.92619,0.39831,0.40016,0.84419,0.000119762,0.000119762,0.000119762
74,736.92,0.54835,0.85223,0.90414,0.96208,0.94303,0.995,0.94056,0.34537,0.37918,0.83567,0.000115634,0.000115634,0.000115634
75,742.622,0.52594,0.85363,0.89548,0.97932,0.92306,0.995,0.94022,0.34893,0.37638,0.836,0.000111506,0.000111506,0.000111506
76,748.335,0.55481,0.85371,0.92359,0.96167,0.93976,0.995,0.93939,0.36236,0.37425,0.83839,0.000107378,0.000107378,0.000107378
77,754.151,0.52439,0.85363,0.91533,0.96443,0.94462,0.995,0.95657,0.31456,0.37109,0.83062,0.000103249,0.000103249,0.000103249
78,759.961,0.50296,0.77615,0.89611,0.9699,0.94465,0.995,0.95513,0.33321,0.36134,0.83736,9.91209e-05,9.91209e-05,9.91209e-05
79,765.675,0.5597,0.82603,0.92248,0.96858,0.9514,0.995,0.92143,0.42305,0.38633,0.84746,9.49926e-05,9.49926e-05,9.49926e-05
80,771.368,0.52994,0.80068,0.90489,0.97391,0.93449,0.995,0.92603,0.3825,0.37858,0.84088,9.08643e-05,9.08643e-05,9.08643e-05
81,777.115,0.54334,0.82744,0.89387,0.97323,0.93549,0.995,0.91843,0.44732,0.37711,0.84723,8.6736e-05,8.6736e-05,8.6736e-05
82,782.878,0.5094,0.81372,0.91033,0.96459,0.94207,0.995,0.93518,0.37228,0.36234,0.83586,8.26077e-05,8.26077e-05,8.26077e-05
83,788.757,0.53593,0.83513,0.90148,0.9687,0.93613,0.995,0.92497,0.36412,0.36604,0.8307,7.84794e-05,7.84794e-05,7.84794e-05
84,794.51,0.51977,0.77403,0.88988,0.97085,0.9421,0.995,0.94825,0.34143,0.35266,0.83482,7.43511e-05,7.43511e-05,7.43511e-05
85,800.31,0.5296,0.77639,0.91474,0.97211,0.94272,0.995,0.94797,0.34715,0.34274,0.83971,7.02228e-05,7.02228e-05,7.02228e-05
86,806.225,0.55134,0.78395,0.90326,0.97132,0.94194,0.995,0.95171,0.32092,0.339,0.83718,6.60945e-05,6.60945e-05,6.60945e-05
87,811.989,0.50258,0.78368,0.89332,0.97078,0.93973,0.995,0.94543,0.3214,0.34479,0.83802,6.19662e-05,6.19662e-05,6.19662e-05
88,817.795,0.50376,0.75132,0.89223,0.95736,0.95317,0.995,0.92448,0.40164,0.35319,0.84899,5.78379e-05,5.78379e-05,5.78379e-05
89,823.571,0.52761,0.79679,0.90879,0.95452,0.95913,0.995,0.94035,0.3642,0.33451,0.83845,5.37096e-05,5.37096e-05,5.37096e-05
90,829.504,0.51784,0.80125,0.89609,0.9596,0.95509,0.995,0.94469,0.32958,0.33119,0.83451,4.95813e-05,4.95813e-05,4.95813e-05
91,867.152,0.47808,0.76754,0.87032,0.9644,0.94862,0.995,0.93284,0.36458,0.34662,0.84308,4.5453e-05,4.5453e-05,4.5453e-05
92,873.096,0.44822,0.74394,0.83758,0.97507,0.93638,0.995,0.93712,0.34323,0.34939,0.84144,4.13247e-05,4.13247e-05,4.13247e-05
93,878.767,0.47043,0.73404,0.86281,0.97227,0.9381,0.995,0.9421,0.34252,0.34451,0.83961,3.71964e-05,3.71964e-05,3.71964e-05
94,884.47,0.46737,0.74419,0.83414,0.97189,0.93856,0.995,0.93729,0.37048,0.34939,0.83977,3.30681e-05,3.30681e-05,3.30681e-05
95,890.263,0.43765,0.70197,0.83578,0.96483,0.94507,0.995,0.9305,0.3795,0.34677,0.8408,2.89398e-05,2.89398e-05,2.89398e-05
96,896.203,0.45183,0.72597,0.85328,0.97479,0.93726,0.995,0.92858,0.37758,0.34454,0.84125,2.48115e-05,2.48115e-05,2.48115e-05
97,902.088,0.43204,0.71991,0.83334,0.96544,0.94882,0.995,0.92704,0.39096,0.34284,0.84339,2.06832e-05,2.06832e-05,2.06832e-05
