epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,393.548,1.09609,3.68953,1.38337,0.88608,0.90529,0.97581,0.60866,1.47817,2.84497,1.4819,0.000390854,0.000390854,0.000390854
21,412.926,1.14906,3.57858,1.39476,0.9165,0.93379,0.96087,0.62753,1.42426,2.8516,1.49498,0.000389478,0.000389478,0.000389478
22,432.348,1.13141,3.69682,1.40009,0.87687,0.96699,0.995,0.64174,1.47071,2.57498,1.44325,0.000388102,0.000388102,0.000388102
23,451.688,1.09115,3.53837,1.39461,0.87511,0.96366,0.95962,0.63526,1.42748,2.61868,1.45738,0.000386726,0.000386726,0.000386726
24,471.153,1.17253,3.63542,1.42532,0.91503,0.96605,0.99023,0.64905,1.45805,2.73111,1.45782,0.00038535,0.00038535,0.00038535
25,491.082,1.1651,3.37202,1.39126,0.93036,0.8999,0.97962,0.58894,1.5954,2.62246,1.58772,0.000383974,0.000383974,0.000383974
26,510.864,1.19949,3.86094,1.5165,0.86116,0.9602,0.97577,0.59362,1.57277,2.69306,1.54044,0.000382597,0.000382597,0.000382597
27,530.209,1.11394,3.57846,1.38031,0.86807,0.96268,0.98462,0.61026,1.52578,2.51859,1.54176,0.000381221,0.000381221,0.000381221
28,549.583,1.09492,3.43483,1.38575,0.9237,0.87966,0.9835,0.61409,1.44236,2.64733,1.45883,0.000379845,0.000379845,0.000379845
29,568.829,1.06497,3.13229,1.37057,0.89101,0.95746,0.99107,0.66424,1.3395,1.8425,1.34572,0.000378469,0.000378469,0.000378469
30,588.256,1.12084,3.28735,1.39912,0.86926,0.95085,0.98417,0.72925,1.16139,2.19275,1.24314,0.000377093,0.000377093,0.000377093
31,607.832,1.14101,3.36368,1.41257,0.82816,0.97044,0.99261,0.53187,1.80987,2.39006,1.75403,0.000375717,0.000375717,0.000375717
32,627.834,1.09585,3.02671,1.36293,0.86271,0.98187,0.97251,0.56424,1.62505,2.9546,1.60539,0.000374341,0.000374341,0.000374341
33,651.749,1.12257,3.39684,1.37854,0.90687,0.97038,0.98023,0.73518,1.00862,1.7824,1.17612,0.000372965,0.000372965,0.000372965
34,671.455,1.08101,3.04365,1.36612,0.90585,0.90453,0.9378,0.52852,1.67136,3.04331,1.67016,0.000371589,0.000371589,0.000371589
35,690.878,1.07784,3.21919,1.37036,0.81698,0.91701,0.94613,0.65709,1.26476,2.55059,1.36465,0.000370213,0.000370213,0.000370213
36,710.319,1.04633,3.06381,1.31645,0.90567,0.94991,0.98953,0.69029,1.29129,1.86585,1.35147,0.000368836,0.000368836,0.000368836
37,729.724,1.05017,3.07668,1.35335,0.87406,0.97278,0.99365,0.67951,1.45289,2.01131,1.46252,0.00036746,0.00036746,0.00036746
38,749.128,1.05266,3.24809,1.35183,0.91001,0.98466,0.995,0.63425,1.46946,2.05082,1.45916,0.000366084,0.000366084,0.000366084
39,768.467,1.00318,2.70911,1.26523,0.89783,0.95109,0.967,0.76033,0.92469,1.64036,1.11308,0.000364708,0.000364708,0.000364708
40,788.901,1.10528,3.19048,1.39848,0.88852,0.99136,0.98865,0.57283,1.61385,2.1278,1.60739,0.000363332,0.000363332,0.000363332
41,814.31,1.0709,3.20447,1.37253,0.85684,1,0.97969,0.66792,1.31544,1.90209,1.37998,0.000361956,0.000361956,0.000361956
42,833.763,1.02112,3.13193,1.32099,0.88315,0.94872,0.92494,0.64383,1.2929,2.24262,1.40323,0.00036058,0.00036058,0.00036058
43,853.334,1.05225,3.01794,1.36888,0.88622,0.97733,0.96949,0.59895,1.56078,2.17278,1.5897,0.000359204,0.000359204,0.000359204
44,872.781,1.01612,2.99382,1.31434,0.94013,0.90754,0.97969,0.66377,1.30276,1.92649,1.3785,0.000357828,0.000357828,0.000357828
45,892.173,1.05845,2.98986,1.36572,0.85295,0.94872,0.97846,0.68121,1.29452,1.78482,1.39776,0.000356452,0.000356452,0.000356452
46,911.496,1.02517,2.86444,1.32717,0.91054,0.98332,0.98346,0.66258,1.3195,1.8253,1.40096,0.000355076,0.000355076,0.000355076
47,930.96,0.99575,2.89523,1.32042,0.91573,0.98648,0.9622,0.68118,1.20858,1.80363,1.31408,0.000353699,0.000353699,0.000353699
48,950.429,1.03497,3.07938,1.34655,0.92728,0.95281,0.96314,0.66946,1.2028,1.8067,1.31725,0.000352323,0.000352323,0.000352323
49,969.946,0.98101,2.7558,1.29871,0.91096,0.98951,0.97969,0.67196,1.32329,1.74103,1.44372,0.000350947,0.000350947,0.000350947
50,989.212,0.98486,2.72248,1.30627,0.91987,0.96814,0.97335,0.67844,1.25884,1.67696,1.39567,0.000349571,0.000349571,0.000349571
51,1008.57,1.00399,2.77546,1.32388,0.93716,0.95657,0.97335,0.65821,1.33921,1.78881,1.43872,0.000348195,0.000348195,0.000348195
52,1027.94,0.9807,2.85172,1.28307,0.92848,0.95871,0.98865,0.72491,1.07621,1.62568,1.23111,0.000346819,0.000346819,0.000346819
53,1047.35,1.00694,2.87576,1.31458,0.93367,0.97322,0.995,0.8165,0.74407,1.31319,1.06519,0.000345443,0.000345443,0.000345443
54,1066.86,0.9965,2.6027,1.29096,0.909,0.98404,0.97969,0.69634,1.13283,1.69566,1.27432,0.000344067,0.000344067,0.000344067
55,1086.37,1.0215,2.86568,1.33286,0.92848,0.94631,0.96319,0.66244,1.2519,1.71894,1.34016,0.000342691,0.000342691,0.000342691
56,1105.98,1.04357,2.90556,1.35482,0.9026,0.92388,0.96203,0.66271,1.27144,1.93911,1.42444,0.000341315,0.000341315,0.000341315
57,1125.55,1.02948,2.87255,1.34722,0.95266,0.97533,0.995,0.65877,1.32736,1.60585,1.46654,0.000339938,0.000339938,0.000339938
58,1144.88,1.00301,2.92158,1.2911,0.92911,0.97645,0.995,0.61792,1.49993,1.69838,1.58599,0.000338562,0.000338562,0.000338562
59,1164.41,0.99113,2.7397,1.31992,0.88828,0.93778,0.97857,0.74,0.95343,1.4965,1.15745,0.000337186,0.000337186,0.000337186
60,1184.25,0.99496,2.65018,1.3116,0.94138,0.95768,0.98865,0.68194,1.26815,1.54527,1.35448,0.00033581,0.00033581,0.00033581
61,1203.94,0.97974,2.67739,1.28521,0.92735,0.96152,0.995,0.67865,1.28152,1.49203,1.37207,0.000334434,0.000334434,0.000334434
62,1223.79,0.96293,2.56092,1.28541,0.94383,0.97526,0.995,0.67124,1.36081,1.56298,1.43672,0.000333058,0.000333058,0.000333058
63,1243.87,0.99393,2.66658,1.31366,0.9661,0.97711,0.995,0.74517,1.15524,1.4206,1.28657,0.000331682,0.000331682,0.000331682
64,1267.05,0.91959,2.53401,1.25422,0.92624,0.97601,0.995,0.79179,0.90582,1.32097,1.14201,0.000330306,0.000330306,0.000330306
65,1286.84,0.94487,2.46513,1.30662,0.96354,0.96687,0.99177,0.72971,1.16214,1.44479,1.34506,0.00032893,0.00032893,0.00032893
66,1306.67,0.98322,2.67358,1.30869,0.95921,0.95874,0.98423,0.66416,1.37947,1.64699,1.46772,0.000327553,0.000327553,0.000327553
67,1326.27,0.919,2.37545,1.23975,0.92711,0.99689,0.995,0.72625,1.17534,1.43891,1.31406,0.000326177,0.000326177,0.000326177
68,1346.31,0.99689,2.70458,1.31532,0.96792,0.95953,0.995,0.65227,1.42338,1.62088,1.51256,0.000324801,0.000324801,0.000324801
69,1366,0.95567,2.48441,1.26679,0.94753,0.9389,0.98876,0.70817,1.18507,1.57574,1.31016,0.000323425,0.000323425,0.000323425
70,1385.86,1.0161,2.77138,1.30832,0.95008,0.96013,0.995,0.7242,1.10928,1.41397,1.26791,0.000322049,0.000322049,0.000322049
71,1405.6,0.89514,2.41774,1.25195,0.95134,0.95441,0.995,0.72565,1.11265,1.43583,1.27225,0.000320673,0.000320673,0.000320673
72,1425.41,0.93157,2.53438,1.25899,0.94061,0.9853,0.99365,0.72575,1.13201,1.34167,1.27513,0.000319297,0.000319297,0.000319297
73,1445.13,0.96077,2.40488,1.27855,0.95888,0.95404,0.99365,0.59459,1.58595,1.79334,1.69751,0.000317921,0.000317921,0.000317921
74,1464.77,0.95948,2.54888,1.30305,0.94526,0.99011,0.995,0.74726,1.00756,1.28705,1.21865,0.000316545,0.000316545,0.000316545
75,1484.32,0.93554,2.55997,1.25218,0.91839,0.96839,0.99115,0.70171,1.19579,1.45543,1.33929,0.000315169,0.000315169,0.000315169
76,1503.96,0.95487,2.52458,1.27952,0.97308,0.96848,0.995,0.66619,1.34751,1.51507,1.47187,0.000313792,0.000313792,0.000313792
77,1523.5,0.96007,2.38822,1.26429,0.94682,0.97663,0.995,0.65161,1.34896,1.52729,1.49752,0.000312416,0.000312416,0.000312416
78,1543.11,0.90664,2.37583,1.23102,0.94964,0.98108,0.995,0.65642,1.38147,1.50777,1.51821,0.00031104,0.00031104,0.00031104
79,1562.66,0.94003,2.43077,1.27525,0.96878,0.96475,0.995,0.61128,1.54029,1.70271,1.6491,0.000309664,0.000309664,0.000309664
80,1582.28,0.92628,2.46752,1.2274,0.96,0.96699,0.995,0.71061,1.19427,1.37416,1.3095,0.000308288,0.000308288,0.000308288
81,1601.83,0.94037,2.39582,1.25799,0.90599,0.9847,0.995,0.66893,1.35981,1.58727,1.42637,0.000306912,0.000306912,0.000306912
82,1621.38,0.91075,2.44488,1.25454,0.97358,0.97814,0.995,0.71046,1.14982,1.41199,1.28803,0.000305536,0.000305536,0.000305536
83,1640.93,0.9175,2.4746,1.23932,0.96568,0.95933,0.995,0.69623,1.1744,1.35711,1.29331,0.00030416,0.00030416,0.00030416
84,1660.65,0.95095,2.4827,1.26845,0.95107,0.98061,0.995,0.6898,1.27638,1.41184,1.39726,0.000302784,0.000302784,0.000302784
85,1680.31,0.90682,2.35664,1.25104,0.95354,0.9706,0.995,0.7516,1.0147,1.31921,1.20941,0.000301408,0.000301408,0.000301408
86,1699.93,0.96251,2.40852,1.28713,0.96188,0.9762,0.995,0.73503,1.06621,1.29498,1.2376,0.000300032,0.000300032,0.000300032
87,1719.29,0.96042,2.34072,1.28402,0.95384,0.98042,0.995,0.75956,1.00174,1.22858,1.196,0.000298655,0.000298655,0.000298655
88,1738.95,0.97572,2.61875,1.28416,0.97516,0.97496,0.995,0.71417,1.20523,1.35815,1.33595,0.000297279,0.000297279,0.000297279
89,1758.49,0.95918,2.34021,1.28444,0.96674,0.9886,0.995,0.72574,1.09199,1.37179,1.24317,0.000295903,0.000295903,0.000295903
90,1778.03,0.87619,2.17412,1.28081,0.95993,0.98332,0.995,0.68182,1.31792,1.46901,1.39695,0.000294527,0.000294527,0.000294527
91,1797.52,0.89957,2.23276,1.23297,0.94515,0.9701,0.99365,0.77671,0.96763,1.23086,1.17217,0.000293151,0.000293151,0.000293151
92,1817.11,0.92146,2.14548,1.27038,0.9609,0.95273,0.9835,0.7612,0.96828,1.20357,1.17953,0.000291775,0.000291775,0.000291775
93,1836.7,0.9212,2.19885,1.26583,0.95111,0.96964,0.995,0.74983,1.02118,1.24973,1.18905,0.000290399,0.000290399,0.000290399
94,1856.28,0.98292,2.27465,1.27504,0.96585,0.95992,0.995,0.78494,0.88949,1.20082,1.13547,0.000289023,0.000289023,0.000289023
95,1875.7,0.93164,2.39674,1.26111,0.96537,0.96409,0.995,0.70589,1.20193,1.39394,1.32588,0.000287647,0.000287647,0.000287647
96,1895.43,0.93973,2.23705,1.25799,0.94836,0.96172,0.995,0.71982,1.11947,1.31516,1.28748,0.00028627,0.00028627,0.00028627
97,1915.06,0.88756,2.12279,1.20866,0.95906,0.96928,0.995,0.73084,1.04883,1.26914,1.23535,0.000284894,0.000284894,0.000284894
98,1934.59,0.92423,2.38864,1.27406,0.96166,0.97357,0.98485,0.74756,1.03296,1.33876,1.23267,0.000283518,0.000283518,0.000283518
99,1954.2,0.96152,2.30559,1.30263,0.96514,0.97614,0.995,0.72679,1.11023,1.29166,1.29675,0.000282142,0.000282142,0.000282142
100,1973.76,0.90243,2.15791,1.26754,0.95544,0.99045,0.995,0.76444,1.02052,1.2779,1.24358,0.000280766,0.000280766,0.000280766
101,1993.23,0.91986,2.23691,1.2532,0.92965,0.98042,0.995,0.73128,1.10116,1.44315,1.31128,0.00027939,0.00027939,0.00027939
102,2012.79,0.9416,2.23444,1.28863,0.96296,0.97436,0.98865,0.75195,1.03521,1.30634,1.26093,0.000278014,0.000278014,0.000278014
103,2032.36,0.86063,2.27576,1.20962,0.97265,0.96266,0.995,0.76549,0.9673,1.17906,1.19319,0.000276638,0.000276638,0.000276638
