epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,415.102,0.79035,0.81306,1.13267,0.87953,0.92129,0.96849,0.80831,0.7466,0.60138,0.99573,0.000346819,0.000346819,0.000346819
36,426.609,0.84335,0.83441,1.17707,0.87543,0.84497,0.95564,0.79533,0.7361,0.65564,0.9974,0.000344755,0.000344755,0.000344755
37,437.975,0.89123,0.87845,1.21621,0.9101,0.84525,0.96489,0.76618,0.82402,0.68041,1.02724,0.000342691,0.000342691,0.000342691
38,449.771,0.85213,0.81575,1.18581,0.93698,0.94875,0.97505,0.77971,0.84925,0.56127,1.0541,0.000340626,0.000340626,0.000340626
39,460.059,0.84756,0.82622,1.17107,0.94644,0.89732,0.97596,0.8363,0.66439,0.48028,0.97537,0.000338562,0.000338562,0.000338562
40,472.578,0.84429,0.81242,1.17019,0.87551,0.92228,0.96898,0.81371,0.70847,0.5402,0.98112,0.000336498,0.000336498,0.000336498
41,482.087,0.8416,0.77815,1.1267,0.92488,0.95825,0.98231,0.82898,0.69226,0.50219,0.98228,0.000334434,0.000334434,0.000334434
42,491.594,0.82182,0.78874,1.13596,0.92604,0.91453,0.98485,0.79769,0.84502,0.53186,1.06385,0.00033237,0.00033237,0.00033237
43,501.349,0.80025,0.75645,1.13099,0.94786,0.92691,0.97596,0.79262,0.78702,0.48615,1.03603,0.000330306,0.000330306,0.000330306
44,511.334,0.79966,0.77644,1.15135,0.95223,0.91964,0.995,0.80522,0.78902,0.49774,1.03615,0.000328242,0.000328242,0.000328242
45,520.734,0.81538,0.83063,1.18458,0.8475,0.91515,0.97715,0.82022,0.6957,0.56784,0.98192,0.000326177,0.000326177,0.000326177
46,530.279,0.81324,0.80416,1.15877,0.907,0.92242,0.98231,0.84927,0.65928,0.4808,0.96494,0.000324113,0.000324113,0.000324113
47,540.04,0.82664,0.76048,1.15769,0.90332,0.95455,0.995,0.87179,0.61156,0.48532,0.95382,0.000322049,0.000322049,0.000322049
48,549.811,0.78257,0.82314,1.11816,0.87974,0.92031,0.98485,0.84683,0.64522,0.53616,0.95206,0.000319985,0.000319985,0.000319985
49,559.521,0.80191,0.71449,1.14418,0.89741,0.91494,0.97665,0.81423,0.77135,0.55765,1.01436,0.000317921,0.000317921,0.000317921
50,569.183,0.76861,0.69236,1.12103,0.87943,0.94108,0.98417,0.8753,0.58097,0.5614,0.93384,0.000315857,0.000315857,0.000315857
51,579.049,0.77308,0.72325,1.11748,0.92792,0.96973,0.995,0.88378,0.59074,0.41892,0.93132,0.000313792,0.000313792,0.000313792
52,588.935,0.7319,0.72459,1.11268,0.95362,0.94574,0.995,0.84717,0.6808,0.43745,0.99184,0.000311728,0.000311728,0.000311728
53,598.624,0.75478,0.70831,1.10583,0.93452,0.94306,0.99244,0.84653,0.62979,0.45784,0.9703,0.000309664,0.000309664,0.000309664
54,608.408,0.76987,0.71629,1.12531,0.93595,0.92294,0.995,0.84436,0.65351,0.4538,0.98258,0.0003076,0.0003076,0.0003076
55,618.22,0.75161,0.6977,1.10223,0.96572,0.9391,0.99115,0.84734,0.66112,0.43544,0.98486,0.000305536,0.000305536,0.000305536
56,628.126,0.77899,0.77399,1.12943,0.92905,0.96743,0.99365,0.85862,0.65535,0.39727,0.95277,0.000303472,0.000303472,0.000303472
57,637.999,0.71493,0.636,1.05844,0.93777,0.94467,0.99365,0.84583,0.66911,0.4593,0.97007,0.000301408,0.000301408,0.000301408
58,648.022,0.72769,0.63126,1.08316,0.95322,0.93693,0.97385,0.8442,0.63518,0.48581,0.95212,0.000299343,0.000299343,0.000299343
59,658.281,0.78135,0.66726,1.11712,0.94081,0.93458,0.97469,0.83684,0.65925,0.47619,0.97212,0.000297279,0.000297279,0.000297279
60,668.489,0.78914,0.70221,1.10354,0.95082,0.95235,0.995,0.85295,0.65805,0.46652,0.96515,0.000295215,0.000295215,0.000295215
61,678.787,0.7699,0.61677,1.10796,0.95869,0.95449,0.995,0.84843,0.67245,0.45001,0.97487,0.000293151,0.000293151,0.000293151
62,689.142,0.71073,0.61952,1.09312,0.95229,0.96306,0.995,0.85716,0.64951,0.41923,0.95884,0.000291087,0.000291087,0.000291087
63,699.41,0.74175,0.63175,1.06714,0.94695,0.9713,0.995,0.89287,0.54682,0.39309,0.93506,0.000289023,0.000289023,0.000289023
64,709.797,0.73073,0.65478,1.09273,0.94786,0.95959,0.98049,0.84174,0.7121,0.47272,0.98232,0.000286959,0.000286959,0.000286959
65,720.057,0.72183,0.63097,1.07594,0.96257,0.95437,0.98231,0.83592,0.66502,0.42326,0.96517,0.000284894,0.000284894,0.000284894
66,730.468,0.72102,0.64293,1.10119,0.96314,0.95892,0.995,0.81786,0.76489,0.41766,0.99881,0.00028283,0.00028283,0.00028283
67,740.812,0.74009,0.67746,1.11017,0.96075,0.98484,0.995,0.84303,0.69771,0.3799,0.97892,0.000280766,0.000280766,0.000280766
68,751.131,0.74106,0.70563,1.0865,0.95559,0.97354,0.995,0.84576,0.62769,0.40681,0.95892,0.000278702,0.000278702,0.000278702
69,765.326,0.73326,0.63647,1.09348,0.9463,0.92595,0.995,0.85061,0.67365,0.48916,0.98265,0.000276638,0.000276638,0.000276638
70,775.643,0.71184,0.59052,1.08606,0.94144,0.92195,0.98865,0.86211,0.61192,0.42805,0.94677,0.000274574,0.000274574,0.000274574
71,786.035,0.7232,0.60238,1.08475,0.94556,0.99131,0.995,0.8567,0.62156,0.43224,0.95446,0.000272509,0.000272509,0.000272509
72,796.714,0.7703,0.65576,1.14172,0.96194,0.97441,0.995,0.79666,0.78433,0.41912,1.02493,0.000270445,0.000270445,0.000270445
73,807.248,0.7517,0.63013,1.09575,0.9228,0.9741,0.995,0.86933,0.61493,0.38845,0.95537,0.000268381,0.000268381,0.000268381
74,817.81,0.74823,0.61509,1.09776,0.95248,0.98089,0.995,0.90357,0.5112,0.36215,0.92288,0.000266317,0.000266317,0.000266317
75,828.536,0.75199,0.65587,1.10234,0.9622,0.96866,0.995,0.87765,0.57067,0.37102,0.93746,0.000264253,0.000264253,0.000264253
76,839.049,0.7182,0.64477,1.11197,0.96243,0.95039,0.995,0.87599,0.59732,0.39854,0.95061,0.000262189,0.000262189,0.000262189
77,849.444,0.70551,0.6536,1.0929,0.90411,0.96021,0.99115,0.90794,0.49813,0.43424,0.91326,0.000260125,0.000260125,0.000260125
78,859.979,0.70609,0.63585,1.08849,0.94736,0.96479,0.995,0.87034,0.62446,0.38876,0.95188,0.00025806,0.00025806,0.00025806
79,870.283,0.72939,0.61508,1.07796,0.96253,0.97684,0.995,0.80484,0.8244,0.43143,1.04532,0.000255996,0.000255996,0.000255996
80,880.761,0.68357,0.58268,1.06172,0.94507,0.98159,0.995,0.87523,0.61432,0.38034,0.94237,0.000253932,0.000253932,0.000253932
81,891.068,0.68795,0.59203,1.06706,0.97365,0.94185,0.995,0.86433,0.59861,0.37895,0.93598,0.000251868,0.000251868,0.000251868
82,901.627,0.69699,0.6475,1.09371,0.96671,0.96544,0.995,0.86576,0.63302,0.35893,0.94829,0.000249804,0.000249804,0.000249804
83,912.007,0.68584,0.60346,1.06759,0.96053,0.97275,0.995,0.844,0.64086,0.3859,0.95977,0.00024774,0.00024774,0.00024774
84,922.622,0.67384,0.57055,1.03932,0.92469,0.9677,0.995,0.84547,0.66121,0.37782,0.97603,0.000245676,0.000245676,0.000245676
85,933.229,0.68148,0.56518,1.08058,0.95,0.98095,0.995,0.85146,0.61728,0.38262,0.95956,0.000243611,0.000243611,0.000243611
86,943.683,0.68701,0.54216,1.08623,0.96663,0.97788,0.995,0.87628,0.54213,0.3253,0.91164,0.000241547,0.000241547,0.000241547
87,954.294,0.72462,0.56566,1.09471,0.97218,0.97599,0.995,0.85062,0.68659,0.33327,0.95613,0.000239483,0.000239483,0.000239483
88,964.8,0.6922,0.59812,1.06241,0.96971,0.97728,0.995,0.8512,0.68615,0.36269,0.96128,0.000237419,0.000237419,0.000237419
89,975.385,0.67009,0.54305,1.08371,0.96525,0.94771,0.98865,0.92219,0.43352,0.35613,0.89089,0.000235355,0.000235355,0.000235355
90,986.098,0.71023,0.62957,1.11237,0.96939,0.96725,0.995,0.85859,0.56716,0.3334,0.93825,0.000233291,0.000233291,0.000233291
91,996.828,0.68995,0.56605,1.08516,0.97776,0.95799,0.995,0.85376,0.63564,0.34943,0.9632,0.000231226,0.000231226,0.000231226
92,1007.64,0.68589,0.59406,1.06935,0.95652,0.90865,0.98485,0.88478,0.49515,0.3982,0.9136,0.000229162,0.000229162,0.000229162
93,1018.43,0.65573,0.52783,1.04001,0.9619,0.90035,0.98481,0.85038,0.64699,0.41936,0.95073,0.000227098,0.000227098,0.000227098
94,1029.17,0.66729,0.5546,1.05125,0.91915,0.97793,0.995,0.89772,0.47353,0.34919,0.88587,0.000225034,0.000225034,0.000225034
95,1040.06,0.6563,0.56363,1.05584,0.94314,0.97727,0.995,0.8999,0.487,0.33276,0.89687,0.00022297,0.00022297,0.00022297
96,1050.79,0.74058,0.65666,1.10249,0.9508,0.96712,0.995,0.89233,0.53821,0.35635,0.90651,0.000220906,0.000220906,0.000220906
97,1061.51,0.68325,0.57612,1.08569,0.96519,0.9611,0.995,0.89248,0.53636,0.333,0.90094,0.000218842,0.000218842,0.000218842
98,1072.39,0.65433,0.53924,1.03915,0.94133,0.97609,0.995,0.86705,0.55996,0.34205,0.91062,0.000216777,0.000216777,0.000216777
99,1083.1,0.68414,0.51986,1.07884,0.91862,0.97796,0.995,0.88012,0.57071,0.36868,0.92841,0.000214713,0.000214713,0.000214713
100,1093.76,0.65494,0.50922,1.03044,0.95671,0.97333,0.995,0.884,0.53971,0.33782,0.92827,0.000212649,0.000212649,0.000212649
101,1104.52,0.69413,0.56431,1.09368,0.96084,0.96334,0.995,0.90435,0.5253,0.32394,0.91319,0.000210585,0.000210585,0.000210585
102,1115.47,0.66252,0.51305,1.04412,0.96972,0.93551,0.995,0.88493,0.55729,0.33816,0.92462,0.000208521,0.000208521,0.000208521
103,1131.71,0.64907,0.53108,1.0336,0.96006,0.9462,0.995,0.88024,0.53582,0.34553,0.94346,0.000206457,0.000206457,0.000206457
104,1142.21,0.67245,0.55075,1.0776,0.95537,0.971,0.995,0.88049,0.55993,0.34906,0.96056,0.000204393,0.000204393,0.000204393
105,1152.75,0.65761,0.52067,1.05189,0.95805,0.97135,0.995,0.85797,0.62146,0.35896,0.95351,0.000202328,0.000202328,0.000202328
106,1163.18,0.64288,0.50519,1.0572,0.96068,0.97178,0.995,0.84375,0.62287,0.3537,0.95534,0.000200264,0.000200264,0.000200264
107,1173.87,0.67835,0.56686,1.05566,0.95976,0.97435,0.995,0.90257,0.49675,0.3074,0.90497,0.0001982,0.0001982,0.0001982
108,1184.49,0.66739,0.53194,1.08976,0.95869,0.96009,0.995,0.889,0.54311,0.31449,0.91869,0.000196136,0.000196136,0.000196136
109,1195.12,0.64009,0.5206,1.05162,0.95439,0.94816,0.995,0.91539,0.47844,0.33068,0.90354,0.000194072,0.000194072,0.000194072
110,1205.67,0.65617,0.5436,1.07431,0.97324,0.98126,0.995,0.87145,0.57608,0.31971,0.93918,0.000192008,0.000192008,0.000192008
111,1216.21,0.65062,0.48709,1.05105,0.97,0.98614,0.995,0.87702,0.57342,0.30934,0.94684,0.000189943,0.000189943,0.000189943
112,1226.84,0.65553,0.51168,1.05514,0.97134,0.97682,0.995,0.87486,0.58061,0.31415,0.93441,0.000187879,0.000187879,0.000187879
113,1237.5,0.6395,0.49661,1.02818,0.96441,0.97934,0.995,0.84467,0.68031,0.3375,0.97711,0.000185815,0.000185815,0.000185815
114,1247.94,0.61333,0.56271,1.02191,0.96118,0.98067,0.995,0.86306,0.59272,0.31815,0.93541,0.000183751,0.000183751,0.000183751
115,1258.46,0.59869,0.48084,1.01043,0.95395,0.98376,0.995,0.86218,0.59308,0.34096,0.93139,0.000181687,0.000181687,0.000181687
116,1268.99,0.5912,0.47582,1.01275,0.97588,0.95746,0.995,0.90276,0.4901,0.3146,0.90062,0.000179623,0.000179623,0.000179623
117,1279.56,0.63685,0.51649,1.04713,0.9719,0.96767,0.995,0.9201,0.45643,0.3012,0.89079,0.000177559,0.000177559,0.000177559
118,1290.35,0.59305,0.47861,1.01783,0.97697,0.97157,0.995,0.89962,0.48376,0.30728,0.90133,0.000175494,0.000175494,0.000175494
119,1301.4,0.60701,0.44133,1.04123,0.94298,0.96121,0.995,0.86601,0.59008,0.34728,0.93978,0.00017343,0.00017343,0.00017343
120,1312.46,0.58859,0.46636,1.00626,0.96914,0.94261,0.995,0.91345,0.43706,0.30601,0.88906,0.000171366,0.000171366,0.000171366
121,1323.14,0.63121,0.4987,1.04479,0.97078,0.95667,0.98049,0.88724,0.49302,0.32996,0.90894,0.000169302,0.000169302,0.000169302
122,1333.83,0.65262,0.52185,1.05912,0.96496,0.95513,0.995,0.87602,0.55705,0.32146,0.94574,0.000167238,0.000167238,0.000167238
123,1344.56,0.61166,0.4966,1.05086,0.97296,0.9648,0.995,0.91028,0.46627,0.2973,0.89085,0.000165174,0.000165174,0.000165174
124,1355.27,0.61895,0.46775,1.0275,0.96629,0.97342,0.995,0.89906,0.4703,0.29841,0.89489,0.00016311,0.00016311,0.00016311
125,1365.91,0.64255,0.53371,1.07614,0.9642,0.97385,0.995,0.88374,0.5483,0.30876,0.924,0.000161045,0.000161045,0.000161045
126,1376.58,0.59069,0.44572,1.02422,0.95227,0.97504,0.995,0.90235,0.4526,0.28779,0.88534,0.000158981,0.000158981,0.000158981
127,1392.12,0.60305,0.44884,1.01836,0.95933,0.97847,0.995,0.91702,0.45373,0.30529,0.88934,0.000156917,0.000156917,0.000156917
128,1402.89,0.62614,0.47862,1.03757,0.96402,0.99294,0.995,0.89959,0.48691,0.30253,0.90357,0.000154853,0.000154853,0.000154853
129,1413.55,0.58859,0.46397,0.99956,0.97343,0.96727,0.995,0.91542,0.4452,0.29642,0.88403,0.000152789,0.000152789,0.000152789
130,1424.13,0.58109,0.44042,0.99331,0.97317,0.96738,0.995,0.91267,0.43827,0.28629,0.87706,0.000150725,0.000150725,0.000150725
131,1434.58,0.58949,0.48543,1.03059,0.97564,0.96985,0.995,0.9175,0.43789,0.28044,0.88075,0.00014866,0.00014866,0.00014866
132,1445.08,0.6253,0.49726,1.03622,0.97192,0.99091,0.995,0.91795,0.473,0.28277,0.89128,0.000146596,0.000146596,0.000146596
133,1455.49,0.58159,0.44672,1.01387,0.97259,0.98568,0.995,0.92534,0.45673,0.27371,0.88291,0.000144532,0.000144532,0.000144532
134,1466.1,0.5855,0.42516,1.0195,0.97391,0.97827,0.995,0.92527,0.42467,0.27325,0.86999,0.000142468,0.000142468,0.000142468
135,1476.58,0.59939,0.4863,1.02533,0.97535,0.98075,0.995,0.91859,0.44398,0.28415,0.8739,0.000140404,0.000140404,0.000140404
136,1487.13,0.5536,0.42784,1.00918,0.97038,0.97994,0.995,0.91791,0.47551,0.29161,0.88517,0.00013834,0.00013834,0.00013834
137,1497.82,0.60935,0.47131,1.04538,0.96608,0.98165,0.995,0.91293,0.46935,0.29742,0.89014,0.000136276,0.000136276,0.000136276
138,1508.54,0.57219,0.42671,1.00812,0.97156,0.97041,0.995,0.92522,0.45265,0.28717,0.88337,0.000134211,0.000134211,0.000134211
139,1519.21,0.59092,0.48631,1.03366,0.97346,0.97354,0.995,0.93287,0.4036,0.2852,0.8693,0.000132147,0.000132147,0.000132147
140,1530.19,0.55918,0.4959,1.00509,0.9775,0.97994,0.995,0.90979,0.47674,0.29594,0.89151,0.000130083,0.000130083,0.000130083
141,1540.87,0.58754,0.46895,1.01408,0.97283,0.97844,0.995,0.92516,0.41577,0.29029,0.86818,0.000128019,0.000128019,0.000128019
142,1551.71,0.54565,0.41365,1.00002,0.9738,0.97327,0.995,0.91003,0.43739,0.28586,0.87861,0.000125955,0.000125955,0.000125955
143,1562.39,0.55613,0.44085,1.00775,0.97108,0.98223,0.995,0.92515,0.4184,0.27922,0.87416,0.000123891,0.000123891,0.000123891
144,1573.08,0.57839,0.43063,1.01236,0.96377,0.9886,0.995,0.93126,0.41429,0.29035,0.87231,0.000121827,0.000121827,0.000121827
145,1583.7,0.56762,0.46245,1.00551,0.96733,0.97778,0.995,0.91751,0.43173,0.29783,0.87984,0.000119762,0.000119762,0.000119762
146,1594.44,0.5665,0.46122,1.02989,0.96493,0.97277,0.995,0.91065,0.45393,0.31063,0.89474,0.000117698,0.000117698,0.000117698
147,1605.13,0.56831,0.46692,1.00307,0.96886,0.97566,0.995,0.923,0.42494,0.29665,0.87639,0.000115634,0.000115634,0.000115634
148,1618.69,0.57462,0.42995,1.00241,0.96935,0.97989,0.995,0.92833,0.43605,0.2906,0.87383,0.00011357,0.00011357,0.00011357
149,1629.36,0.55851,0.44332,1.00991,0.97717,0.98127,0.995,0.91425,0.45674,0.27836,0.87977,0.000111506,0.000111506,0.000111506
150,1639.87,0.55673,0.4544,0.99614,0.97948,0.97899,0.995,0.91432,0.44452,0.28168,0.87302,0.000109442,0.000109442,0.000109442
151,1650.41,0.55744,0.40729,1.0033,0.97439,0.96239,0.995,0.91608,0.44029,0.29089,0.87147,0.000107378,0.000107378,0.000107378
152,1660.98,0.57806,0.44841,1.04089,0.96781,0.95899,0.995,0.91633,0.43668,0.29642,0.87343,0.000105313,0.000105313,0.000105313
153,1671.69,0.55007,0.41145,0.98252,0.96885,0.96206,0.995,0.93001,0.39474,0.29091,0.858,0.000103249,0.000103249,0.000103249
154,1682.36,0.53075,0.39094,0.97735,0.96729,0.96696,0.995,0.93113,0.3931,0.28301,0.85239,0.000101185,0.000101185,0.000101185
155,1692.99,0.54946,0.45824,1.01063,0.96439,0.9714,0.995,0.93614,0.41576,0.28018,0.85857,9.91209e-05,9.91209e-05,9.91209e-05
156,1703.88,0.54074,0.41586,0.98588,0.95726,0.97825,0.995,0.89043,0.53278,0.30456,0.89228,9.70567e-05,9.70567e-05,9.70567e-05
157,1714.32,0.56378,0.41597,1.00662,0.96451,0.97266,0.995,0.91367,0.46769,0.29632,0.88068,9.49926e-05,9.49926e-05,9.49926e-05
158,1724.76,0.551,0.46206,0.97292,0.95374,0.97898,0.995,0.93687,0.41421,0.28608,0.86615,9.29284e-05,9.29284e-05,9.29284e-05
159,1735.32,0.55418,0.40688,0.998,0.96466,0.97696,0.995,0.92217,0.44088,0.28718,0.87085,9.08643e-05,9.08643e-05,9.08643e-05
160,1745.85,0.5491,0.42783,0.97554,0.9537,0.97639,0.995,0.91981,0.46196,0.29682,0.876,8.88001e-05,8.88001e-05,8.88001e-05
161,1756.32,0.54079,0.42106,0.99694,0.9626,0.96005,0.995,0.91752,0.47763,0.30309,0.8794,8.6736e-05,8.6736e-05,8.6736e-05
162,1766.92,0.53088,0.39496,0.97475,0.96507,0.95567,0.995,0.91906,0.4441,0.29508,0.86801,8.46718e-05,8.46718e-05,8.46718e-05
163,1777.54,0.54261,0.41431,0.99329,0.97494,0.94847,0.995,0.89993,0.50245,0.3038,0.88798,8.26077e-05,8.26077e-05,8.26077e-05
164,1788.13,0.55336,0.46785,1.02558,0.96863,0.96501,0.995,0.92338,0.42783,0.28185,0.86626,8.05436e-05,8.05436e-05,8.05436e-05
165,1798.68,0.53264,0.48509,0.99409,0.97433,0.9729,0.995,0.89428,0.5265,0.29086,0.89836,7.84794e-05,7.84794e-05,7.84794e-05
166,1814.51,0.5547,0.41327,1.00728,0.97011,0.97974,0.995,0.92329,0.44696,0.26506,0.86915,7.64153e-05,7.64153e-05,7.64153e-05
167,1825.12,0.54189,0.39694,1.02195,0.96901,0.98249,0.995,0.93054,0.40374,0.25867,0.85901,7.43511e-05,7.43511e-05,7.43511e-05
168,1835.66,0.51246,0.39598,0.96889,0.96626,0.97541,0.995,0.9236,0.45494,0.26764,0.87743,7.2287e-05,7.2287e-05,7.2287e-05
169,1846.3,0.54866,0.46511,1.00963,0.96899,0.96521,0.995,0.92665,0.4371,0.27273,0.86704,7.02228e-05,7.02228e-05,7.02228e-05
170,1856.92,0.54875,0.41231,1.01157,0.96985,0.96751,0.995,0.94196,0.38114,0.26865,0.85342,6.81587e-05,6.81587e-05,6.81587e-05
171,1867.77,0.5056,0.37639,0.96289,0.96709,0.97209,0.995,0.94125,0.39369,0.28167,0.86031,6.60945e-05,6.60945e-05,6.60945e-05
172,1878.55,0.51637,0.3942,0.97612,0.96717,0.97718,0.995,0.91329,0.4216,0.28276,0.8734,6.40304e-05,6.40304e-05,6.40304e-05
173,1889.2,0.50875,0.39721,1.01907,0.96486,0.97798,0.995,0.92987,0.42011,0.27281,0.87172,6.19662e-05,6.19662e-05,6.19662e-05
174,1899.83,0.51484,0.3788,0.98928,0.96247,0.96938,0.995,0.95438,0.38207,0.26906,0.85993,5.99021e-05,5.99021e-05,5.99021e-05
175,1910.7,0.51661,0.39593,0.99487,0.96516,0.97071,0.995,0.94202,0.40654,0.27053,0.86529,5.78379e-05,5.78379e-05,5.78379e-05
176,1921.6,0.49982,0.36497,0.95603,0.97109,0.96766,0.995,0.91604,0.45483,0.27948,0.88276,5.57738e-05,5.57738e-05,5.57738e-05
177,1932.41,0.50119,0.37065,0.97675,0.96945,0.96557,0.995,0.93212,0.42234,0.27756,0.87,5.37096e-05,5.37096e-05,5.37096e-05
178,1943.01,0.49874,0.38906,0.96404,0.9643,0.9677,0.995,0.91499,0.43302,0.27526,0.87093,5.16454e-05,5.16454e-05,5.16454e-05
179,1953.99,0.51472,0.36892,0.98704,0.96564,0.96201,0.995,0.92507,0.40712,0.27832,0.86491,4.95813e-05,4.95813e-05,4.95813e-05
180,1965.12,0.53733,0.38519,1.01874,0.96514,0.96242,0.995,0.9312,0.39364,0.27278,0.86273,4.75171e-05,4.75171e-05,4.75171e-05
181,1976.27,0.5134,0.41205,0.95525,0.96669,0.96028,0.995,0.93884,0.39008,0.27752,0.85916,4.5453e-05,4.5453e-05,4.5453e-05
182,1987.53,0.48517,0.3462,0.98075,0.97321,0.95728,0.995,0.9386,0.38863,0.26878,0.85554,4.33888e-05,4.33888e-05,4.33888e-05
183,1998.72,0.51867,0.40275,0.97663,0.97085,0.959,0.995,0.94902,0.37219,0.26061,0.85103,4.13247e-05,4.13247e-05,4.13247e-05
184,2010.03,0.49223,0.37757,0.96669,0.96424,0.96159,0.995,0.94404,0.37065,0.26179,0.85244,3.92605e-05,3.92605e-05,3.92605e-05
