epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,1320.19,1.75249,1.94789,1.77003,0.75948,0.81326,0.93051,0.71679,0.92568,0.94669,1.14572,0.000359204,0.000359204,0.000359204
30,1362.33,1.74825,1.98656,1.75575,0.89558,0.87634,0.95764,0.70394,1.02662,0.79532,1.14052,0.00035714,0.00035714,0.00035714
31,1405.04,1.72579,1.94426,1.76702,0.88294,0.92254,0.97144,0.77301,0.86688,0.79058,1.10077,0.000355076,0.000355076,0.000355076
32,1447.88,1.72327,1.91842,1.75264,0.85292,0.87016,0.95749,0.72201,0.99314,0.756,1.12931,0.000353011,0.000353011,0.000353011
33,1490.82,1.71792,1.94822,1.74631,0.82794,0.96434,0.98485,0.72635,1.04882,0.64277,1.15897,0.000350947,0.000350947,0.000350947
34,1530.33,1.69612,1.89618,1.72256,0.91023,0.87962,0.97226,0.71609,0.96502,0.68562,1.11847,0.000348883,0.000348883,0.000348883
35,1569.03,1.7201,1.91097,1.76089,0.87897,0.92097,0.98731,0.76498,0.89675,0.66194,1.09223,0.000346819,0.000346819,0.000346819
36,1607.3,1.71758,1.90856,1.74211,0.87102,0.89893,0.96192,0.70294,1.08624,0.65293,1.15528,0.000344755,0.000344755,0.000344755
37,1649.33,1.68018,1.8723,1.72894,0.85486,0.84997,0.95793,0.6826,1.09367,0.78858,1.16785,0.000342691,0.000342691,0.000342691
38,1687.68,1.67303,1.82776,1.71285,0.87636,0.88185,0.96569,0.74106,0.94978,0.70748,1.10095,0.000340626,0.000340626,0.000340626
39,1725.96,1.71396,1.87866,1.75421,0.88109,0.94684,0.97371,0.76226,0.90833,0.67829,1.10369,0.000338562,0.000338562,0.000338562
40,1764.32,1.66173,1.84772,1.70918,0.96596,0.91423,0.99108,0.70176,1.1496,0.62503,1.18933,0.000336498,0.000336498,0.000336498
41,1802.55,1.67073,1.84561,1.70487,0.88076,0.91151,0.97082,0.77505,0.89122,0.68946,1.05812,0.000334434,0.000334434,0.000334434
42,1840.95,1.67603,1.85399,1.71888,0.92144,0.95131,0.97913,0.7272,1.02112,0.61004,1.11534,0.00033237,0.00033237,0.00033237
43,1879.25,1.65202,1.84421,1.70733,0.95552,0.95071,0.99244,0.77637,0.91659,0.54216,1.06816,0.000330306,0.000330306,0.000330306
44,1917.82,1.63904,1.8223,1.70103,0.93427,0.94403,0.98865,0.81324,0.82474,0.5733,1.02792,0.000328242,0.000328242,0.000328242
45,1956.16,1.68918,1.83311,1.7159,0.88785,0.96497,0.99365,0.70961,1.13789,0.64022,1.15113,0.000326177,0.000326177,0.000326177
46,1994.38,1.65242,1.82175,1.70549,0.91123,0.97204,0.97897,0.79559,0.81923,0.58743,1.04908,0.000324113,0.000324113,0.000324113
47,2032.68,1.64642,1.82327,1.67551,0.92193,0.94912,0.98542,0.77448,0.91751,0.63415,1.06722,0.000322049,0.000322049,0.000322049
48,2071.13,1.65019,1.83165,1.69272,0.94021,0.94216,0.96513,0.78693,0.88121,0.59015,1.05617,0.000319985,0.000319985,0.000319985
49,2109.4,1.6259,1.76897,1.68241,0.9385,0.92846,0.98485,0.75313,0.97997,0.53594,1.09897,0.000317921,0.000317921,0.000317921
50,2147.77,1.63038,1.79211,1.68926,0.92087,0.93174,0.96827,0.7647,0.86746,0.58251,1.07806,0.000315857,0.000315857,0.000315857
51,2186.18,1.62231,1.7693,1.66577,0.93367,0.96657,0.995,0.78451,0.84175,0.52687,1.05864,0.000313792,0.000313792,0.000313792
52,2224.53,1.64267,1.74564,1.67978,0.95786,0.9519,0.995,0.83226,0.78815,0.48198,1.03444,0.000311728,0.000311728,0.000311728
53,2262.97,1.61421,1.73358,1.6516,0.91964,0.9522,0.98865,0.815,0.77288,0.47087,1.01971,0.000309664,0.000309664,0.000309664
54,2301.36,1.60633,1.77465,1.66539,0.93517,0.93103,0.97965,0.76305,0.89903,0.52089,1.08601,0.0003076,0.0003076,0.0003076
55,2339.67,1.60948,1.77343,1.65113,0.92753,0.97737,0.995,0.85344,0.67388,0.47889,0.99309,0.000305536,0.000305536,0.000305536
56,2378.37,1.61766,1.72991,1.66392,0.89172,0.98243,0.995,0.77402,0.93005,0.49069,1.06129,0.000303472,0.000303472,0.000303472
57,2416.88,1.61073,1.74036,1.66417,0.94179,0.95812,0.98485,0.7506,1.01428,0.50182,1.12259,0.000301408,0.000301408,0.000301408
58,2455.14,1.59619,1.72446,1.65491,0.96334,0.96584,0.995,0.82796,0.73556,0.44907,1.00725,0.000299343,0.000299343,0.000299343
59,2493.53,1.60402,1.75735,1.65828,0.93935,0.92283,0.98231,0.76354,0.98708,0.50752,1.10611,0.000297279,0.000297279,0.000297279
60,2531.97,1.60743,1.73815,1.65993,0.94588,0.94249,0.995,0.81166,0.76759,0.46703,1.01331,0.000295215,0.000295215,0.000295215
61,2570.1,1.58462,1.71541,1.64483,0.97065,0.97369,0.995,0.82921,0.78375,0.48221,1.02036,0.000293151,0.000293151,0.000293151
62,2608.46,1.5772,1.6927,1.63725,0.93614,0.97242,0.95692,0.80618,0.73209,0.50051,0.99653,0.000291087,0.000291087,0.000291087
63,2647.09,1.56273,1.68897,1.63214,0.95713,0.96255,0.995,0.831,0.76408,0.46271,1.00435,0.000289023,0.000289023,0.000289023
64,2685.36,1.60797,1.72543,1.6485,0.93021,0.94254,0.9574,0.79668,0.83436,0.50457,1.01823,0.000286959,0.000286959,0.000286959
65,2723.79,1.58221,1.68783,1.64377,0.93977,0.97795,0.99365,0.78192,0.88059,0.48381,1.05821,0.000284894,0.000284894,0.000284894
66,2762.16,1.55515,1.69847,1.62528,0.90455,0.93921,0.981,0.85425,0.63415,0.46303,0.96633,0.00028283,0.00028283,0.00028283
67,2800.72,1.57809,1.69393,1.65518,0.92588,0.96092,0.995,0.85714,0.67623,0.46661,0.98343,0.000280766,0.000280766,0.000280766
68,2838.94,1.56619,1.67876,1.62255,0.94171,0.96453,0.98865,0.8556,0.64762,0.44863,0.96215,0.000278702,0.000278702,0.000278702
69,2877.3,1.56297,1.66765,1.6156,0.95115,0.936,0.99115,0.83496,0.6928,0.47789,0.98481,0.000276638,0.000276638,0.000276638
70,2915.49,1.57009,1.65364,1.62186,0.95618,0.96282,0.995,0.85078,0.71846,0.4299,0.99082,0.000274574,0.000274574,0.000274574
71,2953.75,1.54516,1.64293,1.61689,0.93078,0.9257,0.97654,0.86529,0.59955,0.45718,0.95019,0.000272509,0.000272509,0.000272509
72,2992.16,1.56272,1.63276,1.61268,0.91874,0.97116,0.995,0.87398,0.636,0.43479,0.96695,0.000270445,0.000270445,0.000270445
73,3030.61,1.53658,1.63606,1.60237,0.94026,0.92775,0.98731,0.83167,0.73697,0.47841,0.99386,0.000268381,0.000268381,0.000268381
74,3069.07,1.5586,1.67923,1.62791,0.93578,0.96001,0.98865,0.84606,0.65558,0.41521,0.97444,0.000266317,0.000266317,0.000266317
75,3107.41,1.52862,1.63361,1.59849,0.96263,0.97783,0.995,0.85505,0.64873,0.40288,0.97368,0.000264253,0.000264253,0.000264253
76,3145.67,1.54337,1.65228,1.60677,0.95404,0.97603,0.995,0.85863,0.67009,0.41216,0.96467,0.000262189,0.000262189,0.000262189
77,3183.94,1.52285,1.61884,1.58677,0.94858,0.96679,0.995,0.80434,0.87958,0.46073,1.03045,0.000260125,0.000260125,0.000260125
78,3222.39,1.51827,1.64314,1.5904,0.95164,0.94897,0.98096,0.84457,0.65752,0.45121,0.95639,0.00025806,0.00025806,0.00025806
79,3260.79,1.56457,1.63841,1.62473,0.94969,0.93813,0.995,0.8906,0.57162,0.41756,0.94095,0.000255996,0.000255996,0.000255996
80,3299.11,1.52469,1.63596,1.60632,0.97259,0.98837,0.995,0.86227,0.64268,0.38179,0.96173,0.000253932,0.000253932,0.000253932
81,3337.3,1.51468,1.64701,1.59881,0.95477,0.98945,0.995,0.8638,0.65257,0.40634,0.96883,0.000251868,0.000251868,0.000251868
82,3375.55,1.53266,1.60413,1.60006,0.9627,0.99132,0.995,0.85978,0.64631,0.38162,0.95355,0.000249804,0.000249804,0.000249804
83,3413.78,1.51879,1.5917,1.58893,0.9555,0.97337,0.995,0.87042,0.59108,0.42157,0.9359,0.00024774,0.00024774,0.00024774
84,3452.17,1.53596,1.58976,1.61217,0.9707,0.96287,0.995,0.87479,0.57143,0.39068,0.93608,0.000245676,0.000245676,0.000245676
85,3490.45,1.51887,1.59803,1.59397,0.96803,0.97372,0.995,0.86066,0.66045,0.4327,0.96369,0.000243611,0.000243611,0.000243611
86,3528.74,1.53574,1.63201,1.61548,0.93126,0.98128,0.99115,0.84551,0.68164,0.41338,0.97162,0.000241547,0.000241547,0.000241547
87,3567.05,1.52572,1.58272,1.60064,0.96049,0.97441,0.995,0.88584,0.55087,0.39105,0.93365,0.000239483,0.000239483,0.000239483
88,3605.44,1.48927,1.54094,1.55949,0.91403,0.97492,0.995,0.85377,0.62567,0.41852,0.94664,0.000237419,0.000237419,0.000237419
89,3643.69,1.49864,1.55697,1.578,0.96342,0.99215,0.995,0.84774,0.64479,0.40158,0.95598,0.000235355,0.000235355,0.000235355
90,3682.02,1.48801,1.58361,1.56901,0.97207,0.98713,0.995,0.83688,0.67682,0.39706,0.9637,0.000233291,0.000233291,0.000233291
91,3720.29,1.50349,1.56747,1.57906,0.95453,0.95604,0.995,0.87402,0.57493,0.39631,0.92752,0.000231226,0.000231226,0.000231226
92,3758.55,1.48801,1.54167,1.56671,0.9617,0.96313,0.995,0.84303,0.70737,0.39643,0.97514,0.000229162,0.000229162,0.000229162
93,3796.81,1.48688,1.55811,1.57358,0.9591,0.98184,0.995,0.85494,0.67973,0.39623,0.96297,0.000227098,0.000227098,0.000227098
94,3835.08,1.48225,1.50495,1.55724,0.95944,0.98607,0.995,0.86197,0.63563,0.35936,0.95294,0.000225034,0.000225034,0.000225034
95,3873.45,1.47389,1.52012,1.55777,0.95779,0.96732,0.995,0.85149,0.70722,0.38761,0.96995,0.00022297,0.00022297,0.00022297
96,3911.69,1.46551,1.52926,1.5544,0.9382,0.98007,0.995,0.82959,0.67901,0.40426,0.96644,0.000220906,0.000220906,0.000220906
97,3950.01,1.48529,1.49879,1.56711,0.96566,0.98207,0.995,0.83249,0.7277,0.41304,0.97074,0.000218842,0.000218842,0.000218842
98,3988.38,1.46975,1.52159,1.5593,0.97323,0.97488,0.995,0.877,0.55343,0.35891,0.91988,0.000216777,0.000216777,0.000216777
99,4026.58,1.46068,1.49433,1.5482,0.95925,0.97734,0.995,0.84458,0.66709,0.37439,0.95212,0.000214713,0.000214713,0.000214713
100,4065.06,1.47426,1.49824,1.55454,0.94769,0.957,0.99365,0.87072,0.59844,0.37815,0.93739,0.000212649,0.000212649,0.000212649
101,4103.27,1.46,1.51978,1.5447,0.95997,0.95588,0.995,0.88615,0.5631,0.37584,0.9279,0.000210585,0.000210585,0.000210585
102,4141.47,1.46989,1.48624,1.55523,0.94213,0.97193,0.995,0.87922,0.5662,0.36227,0.92096,0.000208521,0.000208521,0.000208521
103,4179.79,1.46754,1.49111,1.54864,0.9204,0.96298,0.995,0.89457,0.49821,0.39846,0.912,0.000206457,0.000206457,0.000206457
104,4218.14,1.45948,1.48143,1.54307,0.96054,0.98939,0.995,0.88601,0.55348,0.33406,0.92893,0.000204393,0.000204393,0.000204393
105,4256.51,1.45595,1.47204,1.54698,0.96883,0.99545,0.995,0.88567,0.56719,0.32539,0.92395,0.000202328,0.000202328,0.000202328
106,4294.82,1.46863,1.48661,1.54921,0.96305,0.99955,0.995,0.88484,0.51546,0.32412,0.91278,0.000200264,0.000200264,0.000200264
107,4333.15,1.44566,1.48812,1.55221,0.96417,0.99965,0.995,0.89379,0.53948,0.31285,0.92566,0.0001982,0.0001982,0.0001982
108,4371.45,1.43448,1.48915,1.52572,0.97084,0.99761,0.995,0.90844,0.46685,0.31694,0.89977,0.000196136,0.000196136,0.000196136
109,4409.73,1.43527,1.46428,1.5157,0.97359,0.97715,0.995,0.91487,0.45982,0.35987,0.89482,0.000194072,0.000194072,0.000194072
110,4448.33,1.45448,1.50953,1.5429,0.9583,0.97818,0.995,0.9192,0.47286,0.32992,0.90115,0.000192008,0.000192008,0.000192008
111,4486.71,1.43572,1.45158,1.52222,0.97212,1,0.995,0.89732,0.49221,0.31413,0.90147,0.000189943,0.000189943,0.000189943
112,4525.14,1.44871,1.46467,1.53618,0.96773,1,0.995,0.88056,0.5324,0.33232,0.91323,0.000187879,0.000187879,0.000187879
113,4567.49,1.4292,1.46461,1.53047,0.97102,0.9829,0.995,0.89659,0.51532,0.32025,0.91401,0.000185815,0.000185815,0.000185815
